order,long,lat,group,id,KTNR,lat_coords,long_coords
299,672215,248205,0.1,0,1,47.67720342699013,8.400272680743374
300,672312,249681,0.1,0,1,47.67719273326718,8.401564237527628
301,671966,249883,0.1,0,1,47.67723081216931,8.396957238904239
302,671302,249745,0.1,0,1,47.67730337688265,8.38811604484548
303,671012,250324,0.1,0,1,47.677334858267585,8.384254672790625
304,670035,250191,0.1,0,1,47.67743997373441,8.37124581165354
305,669736,250576,0.1,0,1,47.67747185213083,8.36726458443186
306,669988,250601,0.1,0,1,47.67744499375435,8.370620000317576
307,670112,250405,0.1,0,1,47.67743174216325,8.37227107679075
308,670233,250693,0.1,0,1,47.67741878856207,8.37388220711021
309,670619,250833,0.1,0,1,47.677377316223144,8.379021840980359
310,671001,250601,0.1,0,1,47.67733604986346,8.384108206868524
311,671208,250727,0.1,0,1,47.67731359524737,8.386864428173109
312,671401,251030,0.1,0,1,47.67729260041313,8.389434236377761
313,671134,251481,0.1,0,1,47.67732163000887,8.385879112598717
314,671444,251945,0.1,0,1,47.67728791506674,8.39000678405665
315,671172,252144,0.1,0,1,47.67731750509376,8.386385085496615
316,671324,252342,0.1,0,1,47.677300983403825,8.388408976341008
317,671609,252160,0.1,0,1,47.677269910232795,8.392203768444732
318,671953,252678,0.1,0,1,47.677232239319544,8.39678414345802
319,671599,253449,0.1,0,1,47.67727100261718,8.392070617916051
320,670815,253601,0.1,0,1,47.677356170716195,8.38163160033213
321,670615,253917,0.1,0,1,47.677377747153876,8.378968580564878
322,670792,254094,0.1,0,1,47.67735865511187,8.38132535316353
323,671229,253996,0.1,0,1,47.67731131359057,8.387144044703428
324,671306,254218,0.1,0,1,47.6773029417596,8.38816930511926
325,671083,255477,0.1,0,1,47.677327162616805,8.385200043592123
326,671129,255750,0.1,0,1,47.67732217259685,8.385812537211855
327,671515,255855,0.1,0,1,47.67728017262303,8.390952153269804
328,671321,256443,0.1,0,1,47.677301309830774,8.388369031138549
329,671008,256581,0.1,0,1,47.67733529159652,8.384201412456038
330,670900,256921,0.1,0,1,47.67734698225145,8.382763383110252
331,670434,256967,0.1,0,1,47.677397221226826,8.37655854590604
332,670133,257640,0.1,0,1,47.67742949561945,8.37255069450303
333,669893,257683,0.1,0,1,47.67745513031306,8.369355062167877
334,670047,258145,0.1,0,1,47.677438691487126,8.371405593253224
335,670614,258239,0.1,0,1,47.67737785488274,8.378955265460881
336,670445,259386,0.1,0,1,47.67739603914606,8.376705012148674
337,669692,259309,0.1,0,1,47.67747653175398,8.366678717835775
338,669633,260392,0.1,0,1,47.67748280206769,8.365893123837163
339,669307,261153,0.1,0,1,47.67751735246937,8.36155238094466
340,669653,261564,0.1,0,1,47.6774806771326,8.366159426907283
341,669361,261534,0.1,0,1,47.67751164060064,8.362271400076539
342,669255,261706,0.1,0,1,47.67752284858288,8.3608599920122
343,669500,262558,0.1,0,1,47.67749691736392,8.364122207906318
344,670024,262685,0.1,0,1,47.677441148934754,8.371099345180728
345,669959,262798,0.1,0,1,47.677448089532255,8.3702338613521
