"Permanent and non permanent resident population by institutional units, place of birth and citizenship"

"Year" "Canton (-) / District (>>) / Commune (......)" "Population type" "Place of birth" "Citizenship - Total" "Switzerland" "Albania" "Andorra" "Belgium" "Bulgaria" "Denmark" "Germany" "Finland" "France" "Greece" "United Kingdom" "Ireland" "Iceland" "Italy" "Liechtenstein" "Luxembourg" "Malta" "Monaco" "Netherlands" "Norway" "Austria" "Poland" "Portugal" "Romania" "San Marino" "Sweden" "Spain" "Turkey" "Hungary" "Vatican City" "Cyprus" "Slovakia" "Czech Republic" "Serbia" "Croatia" "Slovenia" "Bosnia and Herzegovina" "Montenegro" "Macedonia" "Kosovo" "Estonia" "Latvia" "Lithuania" "Moldova" "Russia" "Ukraine" "Belarus" "Equatorial Guinea" "Ethiopia" "Djibouti" "Algeria" "Angola" "Botswana" "Burundi" "Benin" "Côte d'Ivoire" "Gabon" "Gambia" "Ghana" "Guinea-Bissau" "Guinea" "Cameroon" "Cape Verde" "Kenya" "Comoros" "Congo (Brazzaville)" "Congo (Kinshasa)" "Lesotho" "Liberia" "Libya" "Madagascar" "Malawi" "Mali" "Morocco" "Mauritania" "Mauritius" "Mozambique" "Niger" "Nigeria" "Burkina Faso" "Zimbabwe" "Rwanda" "Zambia" "São Tomé and Príncipe" "Senegal" "Seychelles" "Sierra Leone" "Somalia" "South Africa" "Sudan" "Namibia" "Swaziland" "Tanzania" "Togo" "Chad" "Tunisia" "Uganda" "Egypt" "Central African Republic" "Eritrea" "South Sudan" "Western Sahara" "Argentina" "Bahamas" "Barbados" "Bolivia" "Brazil" "Chile" "Costa Rica" "Dominican Republic" "Ecuador" "El Salvador" "Guatemala" "Guyana" "Haiti" "Belize" "Honduras" "Jamaica" "Canada" "Colombia" "Cuba" "Mexico" "Nicaragua" "Panama" "Paraguay" "Peru" "Suriname" "Trinidad and Tobago" "Uruguay" "Venezuela" "United States" "Dominica" "Grenada" "Antigua and Barbuda" "Saint Lucia" "Saint Vincent and the Grenadines" "Saint Kitts and Nevis" "Afghanistan" "Bahrain" "Bhutan" "Brunei" "Myanmar" "Sri Lanka" "Taiwan (Chinese Taipei)" "China" "India" "Indonesia" "Iraq" "Iran" "Israel" "Japan" "Yemen" "Jordan" "Cambodia" "Qatar" "Kuwait" "Laos" "Lebanon" "Malaysia" "Maldives" "Oman" "Mongolia" "Nepal" "North Korea" "United Arab Emirates" "Pakistan" "Philippines" "Saudi Arabia" "Singapore" "South Korea" "Syria" "Thailand" "Vietnam" "Bangladesh" "Timor-Leste" "Palestine" "Armenia" "Azerbaijan" "Georgia" "Kazakhstan" "Kyrgyzstan" "Tajikistan" "Turkmenistan" "Uzbekistan" "Australia" "Fiji" "Nauru" "Vanuatu" "New Zealand" "Papua New Guinea" "Tonga" "Samoa" "Solomon Islands" "Tuvalu" "Kiribati" "Marshall Islands" "Micronesia" "Palau" "Stateless" "Not attributable according to current borders" "No indication"
"2016" "......5176 Comano" "Permanent resident population" "Switzerland" 1642 1592 0 0 0 0 0 1 0 0 0 0 0 0 42 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2016" "......5176 Comano" "Permanent resident population" "Abroad" 441 222 0 0 0 0 0 13 0 2 0 11 0 0 148 0 0 0 0 4 0 4 2 7 1 0 0 5 0 0 0 0 0 1 0 0 3 1 0 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2016" "......5178 Croglio" "Permanent resident population" "Place of birth - Total" 875 708 0 0 0 0 0 14 0 3 0 1 0 0 98 0 0 0 0 5 0 1 4 16 1 0 0 3 1 0 0 0 0 1 3 0 0 1 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2016" "......5178 Croglio" "Permanent resident population" "Switzerland" 638 612 0 0 0 0 0 2 0 0 0 0 0 0 21 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2016" "......5178 Croglio" "Permanent resident population" "Abroad" 237 96 0 0 0 0 0 12 0 3 0 1 0 0 77 0 0 0 0 4 0 1 4 16 1 0 0 3 1 0 0 0 0 1 2 0 0 1 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2016" "......5180 Cureglia" "Permanent resident population" "Place of birth - Total" 1359 1134 0 0 0 0 5 1 0 7 0 2 0 0 158 0 0 0 0 5 0 3 0 11 0 0 1 8 0 2 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 7 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2016" "......5180 Cureglia" "Permanent resident population" "Switzerland" 1031 1001 0 0 0 0 0 1 0 1 0 0 0 0 23 0 0 0 0 0 0 0 0 3 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2016" "......5180 Cureglia" "Permanent resident population" "Abroad" 328 133 0 0 0 0 5 0 0 6 0 2 0 0 135 0 0 0 0 5 0 3 0 8 0 0 1 6 0 2 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 7 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2016" "......5181 Curio" "Permanent resident population" "Place of birth - Total" 546 463 0 0 0 0 0 6 0 2 0 0 0 0 52 0 0 0 0 1 0 1 0 5 4 0 0 1 0 0 0 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2016" "......5181 Curio" "Permanent resident population" "Switzerland" 409 402 0 0 0 0 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2016" "......5181 Curio" "Permanent resident population" "Abroad" 137 61 0 0 0 0 0 6 0 1 0 0 0 0 49 0 0 0 0 1 0 1 0 4 4 0 0 1 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2016" "......5186 Grancia" "Permanent resident population" "Place of birth - Total" 526 343 0 0 0 0 0 4 0 1 0 1 0 0 136 0 0 0 0 1 0 1 1 10 0 0 0 3 4 0 0 0 0 0 6 8 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2016" "......5186 Grancia" "Permanent resident population" "Switzerland" 291 261 0 0 0 0 0 2 0 0 0 0 0 0 21 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2016" "......5186 Grancia" "Permanent resident population" "Abroad" 235 82 0 0 0 0 0 2 0 1 0 1 0 0 115 0 0 0 0 1 0 1 1 9 0 0 0 2 4 0 0 0 0 0 3 6 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2016" "......5187 Gravesano" "Permanent resident population" "Place of birth - Total" 1299 1046 0 0 0 0 0 5 0 5 0 1 0 0 182 0 0 0 0 1 0 2 2 12 1 0 0 1 3 0 0 0 1 0 11 1 0 4 0 0 4 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2016" "......5187 Gravesano" "Permanent resident population" "Switzerland" 918 870 0 0 0 0 0 1 0 1 0 0 0 0 40 0 0 0 0 0 0 0 0 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2016" "......5187 Gravesano" "Permanent resident population" "Abroad" 381 176 0 0 0 0 0 4 0 4 0 1 0 0 142 0 0 0 0 1 0 2 2 9 1 0 0 0 3 0 0 0 1 0 11 1 0 4 0 0 3 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2016" "......5189 Lamone" "Permanent resident population" "Place of birth - Total" 1785 1086 1 0 0 1 0 1 0 5 0 0 0 0 477 0 0 0 0 0 0 0 9 63 10 0 5 3 10 1 0 0 0 0 19 18 0 10 0 0 12 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 3 0 0 0 0 0 0 7 1 0 0 1 0 0 0 0 0 0 0 0 5 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2016" "......5189 Lamone" "Permanent resident population" "Switzerland" 1040 894 0 0 0 0 0 0 0 0 0 0 0 0 114 0 0 0 0 0 0 0 0 15 1 0 0 1 1 0 0 0 0 0 4 3 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2016" "......5189 Lamone" "Permanent resident population" "Abroad" 745 192 1 0 0 1 0 1 0 5 0 0 0 0 363 0 0 0 0 0 0 0 9 48 9 0 5 2 9 1 0 0 0 0 15 15 0 8 0 0 12 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 3 0 0 0 0 0 0 7 1 0 0 1 0 0 0 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2016" "......5192 Lugano" "Permanent resident population" "Place of birth - Total" 63932 39180 22 0 39 55 30 627 14 314 88 221 23 6 15368 0 7 1 0 124 11 86 197 1294 234 2 89 384 307 37 0 13 30 39 846 313 31 412 15 89 505 18 50 48 9 267 158 38 1 22 0 10 20 0 1 5 0 0 1 7 0 1 3 0 9 0 5 27 0 0 9 6 0 1 36 0 1 0 0 20 1 2 0 1 0 4 1 0 12 3 3 0 0 0 8 0 44 1 18 0 175 0 0 29 0 0 2 271 44 4 130 10 1 3 0 5 0 1 0 30 53 23 23 4 0 3 32 0 1 1 14 219 0 0 0 0 0 0 75 0 0 0 1 140 1 96 74 7 99 70 8 37 1 3 1 0 1 2 13 3 0 0 13 0 0 0 32 45 2 3 10 68 22 18 2 0 0 3 9 6 22 4 0 0 2 23 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 10
"2016" "......5192 Lugano" "Permanent resident population" "Switzerland" 33243 29843 2 0 0 2 1 80 0 25 7 15 2 0 2113 0 1 0 0 14 2 7 7 257 7 0 4 39 71 0 0 0 1 3 148 56 3 65 3 13 126 2 2 3 0 29 11 5 0 5 0 1 4 0 0 0 0 0 0 1 0 0 0 0 0 0 3 7 0 0 3 0 0 0 3 0 0 0 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 2 0 16 0 2 0 46 0 0 0 0 0 0 13 7 0 26 0 0 0 0 1 0 0 0 1 1 0 5 1 0 0 2 0 0 0 2 14 0 0 0 0 0 0 14 0 0 0 0 24 0 4 4 0 25 5 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 6 0 0 0 1 7 0 2 0 0 0 0 0 0 5 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2
"2016" "......5192 Lugano" "Permanent resident population" "Abroad" 30689 9337 20 0 39 53 29 547 14 289 81 206 21 6 13255 0 6 1 0 110 9 79 190 1037 227 2 85 345 236 37 0 13 29 36 698 257 28 347 12 76 379 16 48 45 9 238 147 33 1 17 0 9 16 0 1 5 0 0 1 6 0 1 3 0 9 0 2 20 0 0 6 6 0 1 33 0 1 0 0 18 1 2 0 1 0 3 1 0 11 3 3 0 0 0 6 0 28 1 16 0 129 0 0 29 0 0 2 258 37 4 104 10 1 3 0 4 0 1 0 29 52 23 18 3 0 3 30 0 1 1 12 205 0 0 0 0 0 0 61 0 0 0 1 116 1 92 70 7 74 65 8 37 0 3 1 0 1 2 13 3 0 0 12 0 0 0 26 45 2 3 9 61 22 16 2 0 0 3 9 6 17 4 0 0 2 22 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 8
"2016" "......5193 Magliaso" "Permanent resident population" "Place of birth - Total" 1594 1215 0 0 1 0 1 23 0 0 0 5 0 0 247 0 0 0 0 5 0 1 2 35 1 0 1 7 1 1 0 0 0 1 6 4 1 2 0 0 0 0 2 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 2 1 1 0 0 0 0 1 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2016" "......5193 Magliaso" "Permanent resident population" "Switzerland" 1055 1003 0 0 0 0 0 9 0 0 0 0 0 0 31 0 0 0 0 0 0 0 0 7 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2016" "......5193 Magliaso" "Permanent resident population" "Abroad" 539 212 0 0 1 0 1 14 0 0 0 5 0 0 216 0 0 0 0 5 0 1 2 28 1 0 1 6 0 1 0 0 0 1 5 4 1 2 0 0 0 0 2 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 2 1 1 0 0 0 0 1 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2016" "......5194 Manno" "Permanent resident population" "Place of birth - Total" 1318 1074 0 0 0 0 0 9 0 4 0 0 0 1 186 0 0 0 0 0 0 0 0 12 0 0 0 3 0 0 0 0 0 0 0 6 0 1 0 0 0 0 0 0 0 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 1 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2016" "......5194 Manno" "Permanent resident population" "Switzerland" 951 908 0 0 0 0 0 2 0 1 0 0 0 0 33 0 0 0 0 0 0 0 0 2 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
