"Permanent and non permanent resident population by canton, sex, residence permit, age class and citizenship"

"Year" "Canton" "Population type" "Residence permit" "Sex" "Age class" "Canada"
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Woman" "60-64 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Woman" "65-69 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Woman" "70-74 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Woman" "75-79 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Woman" "80-84 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Woman" "85-89 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Woman" "90-94 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Woman" "95-99 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Settlement permit (C)" "Woman" "100 years or older" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Sex - Total" "Age class - Total" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Sex - Total" "0-4 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Sex - Total" "5-9 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Sex - Total" "10-14 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Sex - Total" "15-19 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Sex - Total" "20-24 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Sex - Total" "25-29 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Sex - Total" "30-34 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Sex - Total" "35-39 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Sex - Total" "40-44 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Sex - Total" "45-49 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Sex - Total" "50-54 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Sex - Total" "55-59 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Sex - Total" "60-64 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Sex - Total" "65-69 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Sex - Total" "70-74 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Sex - Total" "75-79 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Sex - Total" "80-84 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Sex - Total" "85-89 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Sex - Total" "90-94 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Sex - Total" "95-99 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Sex - Total" "100 years or older" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Man" "Age class - Total" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Man" "0-4 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Man" "5-9 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Man" "10-14 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Man" "15-19 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Man" "20-24 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Man" "25-29 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Man" "30-34 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Man" "35-39 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Man" "40-44 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Man" "45-49 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Man" "50-54 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Man" "55-59 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Man" "60-64 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Man" "65-69 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Man" "70-74 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Man" "75-79 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Man" "80-84 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Man" "85-89 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Man" "90-94 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Man" "95-99 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Man" "100 years or older" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Woman" "Age class - Total" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Woman" "0-4 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Woman" "5-9 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Woman" "10-14 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Woman" "15-19 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Woman" "20-24 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Woman" "25-29 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Woman" "30-34 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Woman" "35-39 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Woman" "40-44 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Woman" "45-49 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Woman" "50-54 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Woman" "55-59 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Woman" "60-64 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Woman" "65-69 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Woman" "70-74 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Woman" "75-79 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Woman" "80-84 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Woman" "85-89 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Woman" "90-94 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Woman" "95-99 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Residence permit with gainful employment (Ci)" "Woman" "100 years or older" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Sex - Total" "Age class - Total" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Sex - Total" "0-4 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Sex - Total" "5-9 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Sex - Total" "10-14 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Sex - Total" "15-19 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Sex - Total" "20-24 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Sex - Total" "25-29 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Sex - Total" "30-34 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Sex - Total" "35-39 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Sex - Total" "40-44 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Sex - Total" "45-49 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Sex - Total" "50-54 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Sex - Total" "55-59 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Sex - Total" "60-64 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Sex - Total" "65-69 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Sex - Total" "70-74 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Sex - Total" "75-79 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Sex - Total" "80-84 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Sex - Total" "85-89 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Sex - Total" "90-94 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Sex - Total" "95-99 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Sex - Total" "100 years or older" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Man" "Age class - Total" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Man" "0-4 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Man" "5-9 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Man" "10-14 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Man" "15-19 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Man" "20-24 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Man" "25-29 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Man" "30-34 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Man" "35-39 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Man" "40-44 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Man" "45-49 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Man" "50-54 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Man" "55-59 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Man" "60-64 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Man" "65-69 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Man" "70-74 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Man" "75-79 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Man" "80-84 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Man" "85-89 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Man" "90-94 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Man" "95-99 years" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Man" "100 years or older" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Woman" "Age class - Total" 0
"2016" "Basel-Stadt" "Non permanent resident population" "Provisionally admitted person (F)" "Woman" "0-4 years" 0
