order,long,lat,group,id,KTNR,lat_coords,long_coords
228,682859,230625,0.1,0,1,47.226336666176735,8.526648813639913
229,682748,230201,0.1,0,1,47.22252294318041,8.525191470175256
230,681343,230387,0.1,0,1,47.224195944774046,8.50674485180574
231,681331,229954,0.1,0,1,47.2203012678935,8.506587300111404
232,680281,229556,0.1,0,1,47.216721399753176,8.492801494045631
233,679581,229407,0.1,0,1,47.21538119700727,8.483610920884786
234,678885,229154,0.1,0,1,47.213105549671326,8.47447283719067
235,678604,229306,0.1,0,1,47.21447273716386,8.47078345931102
236,678385,229137,0.1,0,1,47.21295264051392,8.467908104739369
237,678422,229370,0.1,0,1,47.215048394911165,8.46839389542977
238,678135,229676,0.1,0,1,47.217800757331375,8.464625733168065
239,677476,229692,0.1,0,1,47.217944671652326,8.455973384729853
240,677111,230237,0.1,0,1,47.222846749997466,8.451181102298612
241,676830,230143,0.1,0,1,47.222001254362105,8.447491696215945
242,676763,230347,0.1,0,1,47.22383615954676,8.4466120151106
243,676446,230399,0.1,0,1,47.22430388033563,8.442449938429766
244,676344,230762,0.1,0,1,47.22756892963333,8.441110720139239
245,676130,230676,0.1,0,1,47.226795392035534,8.43830098577249
246,675924,230960,0.1,0,1,47.22934986443593,8.435596285811219
247,675626,230787,0.1,0,1,47.22779379518463,8.431683657453922
248,675063,230920,0.1,0,1,47.228990079694476,8.424291665072266
249,674454,230731,0.1,0,1,47.22729009633127,8.416295689375051
250,674191,231112,0.1,0,1,47.230717046143006,8.412842577072256
251,674087,231889,0.1,0,1,47.237705855452234,8.411477086767034
252,673865,232484,0.1,0,1,47.24305763760086,8.408562288206866
253,674036,232727,0.1,0,1,47.24524332122064,8.410807471116058
254,673844,232986,0.1,0,1,47.24757291675565,8.408286563881667
255,673540,233506,0.1,0,1,47.25225009257281,8.404295123383726
256,672988,234192,0.1,0,1,47.258420357774995,8.397047495131625
257,673102,234816,0.1,0,1,47.264032951525394,8.39854428925099
258,672797,235336,0.1,0,1,47.26871010639275,8.394539706948715
259,672859,235697,0.1,0,1,47.27195712767161,8.39535375358637
260,672895,236203,0.1,0,1,47.27650834926311,8.395826425734205
261,672359,236795,0.1,0,1,47.28183309132279,8.388788855564734
262,672091,237726,0.1,0,1,47.290206951709024,8.385270064808148
263,671862,238116,0.1,0,1,47.29371479282769,8.382263333903898
264,672168,238219,0.1,0,1,47.29464122207978,8.386281061045691
265,672514,237888,0.1,0,1,47.291664055365665,8.390823975361563
266,672989,238323,0.1,0,1,47.29557664554346,8.3970606249076
267,673824,238538,0.1,0,1,47.29751045287693,8.408023969264235
268,674909,239338,0.1,0,1,47.30470600567662,8.42226969611084
269,674864,239390,0.1,0,1,47.30517371609544,8.421678860780862
270,675025,239819,0.1,0,1,47.309032324650424,8.423792737786316
271,674911,240068,0.1,0,1,47.31127193464031,8.422295955456281
272,675424,240959,0.1,0,1,47.31928594884242,8.429031470354793
273,675809,241034,0.1,0,1,47.31996052830981,8.434086379474302
274,675797,241270,0.1,0,1,47.32208320416659,8.433928823988452
275,676392,241878,0.1,0,1,47.327551786732926,8.441740940583198
276,676339,242169,0.1,0,1,47.33016914797422,8.441045072168974
277,676629,242476,0.1,0,1,47.332930416919446,8.444852652148931
278,676750,243150,0.1,0,1,47.338992608563956,8.446441330688014
279,676516,243022,0.1,0,1,47.33784133265287,8.44336900947125
280,676433,242672,0.1,0,1,47.33469331057047,8.4422792537778
281,675850,242324,0.1,0,1,47.33156327427068,8.434624693991088
282,675301,242083,0.1,0,1,47.329395632491185,8.42741652364907
283,675146,242202,0.1,0,1,47.33046596200801,8.425381427028148
284,674895,242305,0.1,0,1,47.33139238140071,8.422085880686657
285,673905,241970,0.1,0,1,47.32837926885567,8.409087477332235
286,673619,242422,0.1,0,1,47.3324447215681,8.405332373199418
287,673926,243009,0.1,0,1,47.337724406171084,8.40936320158866
288,673895,243378,0.1,0,1,47.34104331780161,8.408956180058945
289,673203,243864,0.1,0,1,47.34541456224348,8.399870395744935
290,673007,244240,0.1,0,1,47.34879642643811,8.397296960866083
291,673148,245011,0.1,0,1,47.35573103611307,8.399148258612508
292,673333,245366,0.1,0,1,47.35892400972787,8.401577264690799
293,673188,245417,0.1,0,1,47.359382718358624,8.399673449270226
294,672992,246366,0.1,0,1,47.36791828487983,8.397100014235207
295,673235,246653,0.1,0,1,47.37049963726684,8.40029054818431
296,673143,247049,0.1,0,1,47.37406136053281,8.399082609774311
297,672639,247075,0.1,0,1,47.374295210913154,8.392465200082158
298,672575,247549,0.1,0,1,47.37855848026177,8.39162489312816
299,672215,248205,0.1,0,1,47.38445869180956,8.386898162492434
300,672312,249681,0.1,0,1,47.39773412789652,8.388171754473388
301,671966,249883,0.1,0,1,47.39955095154243,8.383628836488576
302,671302,249745,0.1,0,1,47.398309755303565,8.374910617990553
303,671012,250324,0.1,0,1,47.4035173797193,8.371102955141442
304,670035,250191,0.1,0,1,47.40232115587574,8.358275038466468
305,669736,250576,0.1,0,1,47.405783907855714,8.354349187287948
306,669988,250601,0.1,0,1,47.40600876174808,8.357657931725914
307,670112,250405,0.1,0,1,47.40424590679905,8.35928604288353
308,670233,250693,0.1,0,1,47.4068362239328,8.360874763499904
309,670619,250833,0.1,0,1,47.40809540509802,8.365942908565165
310,671001,250601,0.1,0,1,47.40600876174808,8.370958526465074
311,671208,250727,0.1,0,1,47.407142025119576,8.37367641050901
312,671401,251030,0.1,0,1,47.40986725202043,8.37621047431122
313,671134,251481,0.1,0,1,47.41392360843865,8.372704800042289
314,671444,251945,0.1,0,1,47.41809688312453,8.376775058211326
315,671172,252144,0.1,0,1,47.41988671256898,8.373203735182196
316,671324,252342,0.1,0,1,47.42166754686545,8.375199474994611
317,671609,252160,0.1,0,1,47.42003061840891,8.378941483913382
318,671953,252678,0.1,0,1,47.42468956634529,8.383458148696407
319,671599,253449,0.1,0,1,47.43162401050558,8.378810185426277
320,670815,253601,0.1,0,1,47.432991110480785,8.368516367902021
321,670615,253917,0.1,0,1,47.435833237412346,8.365890388966315
322,670792,254094,0.1,0,1,47.43742518709573,8.36821438042905
323,671229,253996,0.1,0,1,47.4365437687301,8.373952137752017
324,671306,254218,0.1,0,1,47.43854045078312,8.374963137447702
325,671083,255477,0.1,0,1,47.44986395151725,8.37203517644774
326,671129,255750,0.1,0,1,47.45231931975786,8.372639150676218
327,671515,255855,0.1,0,1,47.453263691621494,8.377707277929282
328,671321,256443,0.1,0,1,47.458552168533416,8.375160085404627
329,671008,256581,0.1,0,1,47.45979334032468,8.371050435623486
330,670900,256921,0.1,0,1,47.462851297595066,8.369632408326735
331,670434,256967,0.1,0,1,47.463265020983364,8.36351387626003
332,670133,257640,0.1,0,1,47.46931796740823,8.359561771308497
333,669893,257683,0.1,0,1,47.46970470799058,8.356410587971201
334,670047,258145,0.1,0,1,47.473859917547074,8.358432597616256
335,670614,258239,0.1,0,1,47.47470534907371,8.365877259066478
336,670445,259386,0.1,0,1,47.485021392763535,8.363658305256928
337,669692,259309,0.1,0,1,47.48432886089756,8.353771469674806
338,669633,260392,0.1,0,1,47.494069261384325,8.352996802721497
339,669307,261153,0.1,0,1,47.50091360432946,8.348716436384418
340,669653,261564,0.1,0,1,47.50461008234002,8.353259401708463
341,669361,261534,0.1,0,1,47.504340266589004,8.34942545449178
342,669255,261706,0.1,0,1,47.50588720988113,8.34803367806816
343,669500,262558,0.1,0,1,47.51354996306054,8.351250518943633
344,670024,262685,0.1,0,1,47.51469217918702,8.35813060923939
345,669959,262798,0.1,0,1,47.515708481335984,8.357277163681012
346,670445,262671,0.1,0,1,47.514566265620935,8.363658305256928
347,670819,262970,0.1,0,1,47.51725541841678,8.368568887459759
348,671016,264294,0.1,0,1,47.52916320786184,8.371155474658574
349,671390,264668,0.1,0,1,47.53252687936661,8.376066045856243
350,671802,264258,0.1,0,1,47.52883943178052,8.381475543694226
351,671896,264323,0.1,0,1,47.52942402745554,8.382709748272609
352,672021,264997,0.1,0,1,47.5354858276692,8.384350977049941
353,672583,265168,0.1,0,1,47.53702376003721,8.391729931509227
354,672601,265182,0.1,0,1,47.537149672590864,8.391966267854285
355,672721,265289,0.1,0,1,47.538112004061645,8.393541843050977
356,672491,265823,0.1,0,1,47.54291466264683,8.390521989923247
357,672700,265722,0.1,0,1,47.54200629527914,8.393266117446453
358,672762,266128,0.1,0,1,47.54565775040106,8.394080164402167
359,673209,266606,0.1,0,1,47.54995674798617,8.399949174331468
360,673682,266588,0.1,0,1,47.54979486117015,8.406159546863794
361,673448,267475,0.1,0,1,47.55777227228745,8.403087186469179
362,673762,268735,0.1,0,1,47.569104292844,8.407209925813861
363,674274,269039,0.1,0,1,47.571838360511165,8.413932342955196
364,674901,268913,0.1,0,1,47.57070516175005,8.422164658726897
365,676564,269577,0.1,0,1,47.576676933956676,8.443999229456535
366,677165,269558,0.1,0,1,47.57650605511789,8.45189009797899
367,678101,270198,0.1,0,1,47.58226196787134,8.464179330359988
368,678636,270120,0.1,0,1,47.58156046667012,8.471203602215573
369,678898,270218,0.1,0,1,47.5824418399444,8.474643520043653
370,679448,270580,0.1,0,1,47.585697522361144,8.481864708773218
371,678880,271274,0.1,0,1,47.591939068069095,8.474407189936942
372,677450,270865,0.1,0,1,47.588260694931805,8.455632016913952
373,677190,271317,0.1,0,1,47.592325791597446,8.452218336664538
374,676867,271354,0.1,0,1,47.59265855365781,8.447977490151793
375,676913,271831,0.1,0,1,47.59694848239895,8.448581450073506
376,676591,272351,0.1,0,1,47.60162512628995,8.444353728141929
377,676558,272900,0.1,0,1,47.606562573937616,8.443920451965381
378,677291,272979,0.1,0,1,47.60727306199182,8.453544420597128
379,677657,273389,0.1,0,1,47.61096040194037,8.4583498288544
380,677573,273606,0.1,0,1,47.61291199194012,8.45724694893784
381,677929,273518,0.1,0,1,47.61212056391452,8.461921056326055
382,678135,273849,0.1,0,1,47.615097411254794,8.464625733168065
383,678230,274352,0.1,0,1,47.61962113342949,8.465873034783803
384,678535,274192,0.1,0,1,47.61818217693771,8.469877525974086
385,680415,274645,0.1,0,1,47.62225622042097,8.494560829084298
386,680340,275345,0.1,0,1,47.62855163914797,8.493576126766456
387,680923,275302,0.1,0,1,47.62816492101493,8.501230537448441
388,680740,275545,0.1,0,1,47.63035032737008,8.498827868659397
389,681012,276265,0.1,0,1,47.63682559446664,8.502399047787364
390,680944,276458,0.1,0,1,47.63856132298398,8.501506253413114
391,681327,276522,0.1,0,1,47.639136901090296,8.506534782878067
392,681697,276237,0.1,0,1,47.6365737788319,8.511392622954089
393,682643,276192,0.1,0,1,47.63616907508092,8.52381290135112
394,682687,275648,0.1,0,1,47.63127665131037,8.524390587415208
395,683003,275737,0.1,0,1,47.63207706687147,8.528539420272226
396,683112,275528,0.1,0,1,47.63019743892044,8.529970503627641
397,684133,275465,0.1,0,1,47.62963085223316,8.54337538706318
398,684524,274608,0.1,0,1,47.621923462144316,8.548508876030242
399,685004,274670,0.1,0,1,47.62248105707001,8.554810844526978
400,685154,274148,0.1,0,1,47.617786463761725,8.556780206767371
401,685403,274094,0.1,0,1,47.61730081569005,8.560049345011384
402,684795,273851,0.1,0,1,47.615115398237386,8.552066864155249
403,684774,273332,0.1,0,1,47.6104477720656,8.55179115305989
404,684452,272895,0.1,0,1,47.60651760633272,8.547563579533215
405,684562,272690,0.1,0,1,47.60467393386419,8.549007782386436
406,684090,272467,0.1,0,1,47.60266837647983,8.54281083399683
407,684000,272072,0.1,0,1,47.59911592800916,8.541629210934166
408,683420,271928,0.1,0,1,47.597820856988506,8.534014294915552
409,683248,271826,0.1,0,1,47.59690351462874,8.531756074514355
410,682633,271336,0.1,0,1,47.59249666941747,8.52368160904761
411,682496,271289,0.1,0,1,47.59207397163193,8.521882903885201
412,682626,270881,0.1,0,1,47.58840459226569,8.523589704431581
413,682369,270736,0.1,0,1,47.5871005223914,8.520215490065416
414,682871,270304,0.1,0,1,47.58321528971987,8.526806364240322
415,682476,269997,0.1,0,1,47.58045425286162,8.521620319095797
416,683347,269861,0.1,0,1,47.57923112161154,8.533055864382714
417,683339,269544,0.1,0,1,47.5763801443876,8.532950830880035
418,682993,269385,0.1,0,1,47.57495015782013,8.528408128185369
419,683491,268804,0.1,0,1,47.569724854499434,8.534946466767753
420,683960,267537,0.1,0,1,47.55832988075828,8.541104044969803
421,684309,267508,0.1,0,1,47.55806906390714,8.545686114714053
422,684642,268037,0.1,0,1,47.56282671907283,8.550058111267276
423,684956,268593,0.1,0,1,47.56782719449385,8.554180648316407
424,685275,269912,0.1,0,1,47.579689795896115,8.558368824626875
425,685870,270200,0.1,0,1,47.582279955079194,8.566180609968256
426,685668,271423,0.1,0,1,47.59327910982031,8.563528544136622
427,685947,271892,0.1,0,1,47.59749708913344,8.567191545283654
428,686398,272149,0.1,0,1,47.5998084310007,8.573112730398343
429,686753,272266,0.1,0,1,47.60086067545557,8.577773521232801
430,686814,272295,0.1,0,1,47.60112148811828,8.578574388718078
431,686912,272390,0.1,0,1,47.60197587424508,8.579861027793022
432,687010,273410,0.1,0,1,47.61114926555291,8.581147666261419
433,687580,274012,0.1,0,1,47.61656334992502,8.588631163661477
434,687691,274598,0.1,0,1,47.621833527467544,8.590088473911907
